,index,text,istwitterpoem
590,590,".
Passion invites suffering
shaping us

if we want
to let it go
(struggling)

the conflict only

ignites it
once more.

",1
591,591,a stuck window / layers and layers / of chipped white paint // ,1
592,592,"The sanctified soil 
at the shared graves 
of famous lovers 
makes me salivate

",1
593,593,"Ugh.   has made it impossible for me ever to use the word ""master"" in a .  Are there any other  that my  friends now consider off-limits?  ",1
594,594,"I kiss gently you,
as I'm behind grabbing so,
we will make real love..
        ",1
595,595,"expressed fury
redolent of hairspray
not so bold
   (bold)               ",1
596,596,The sheer sexiness of soft stitched into strength.   ,1
597,597,she a constant fire / i will not douse / only want to add gasoline / so the flames / consume us completely   ,1
598,598,"Temporary frost
Give way to Spring's blooming!
So much to be born 

 ",1
599,599,"this feeling
gripping each other
tight as we can
that nothing in the world
will ever change

   ",1
600,600,"the precious moments 
just before the smiling dawn 
so nice to feel that 
   (precious) ",1
601,601,hid- / den / at / the / bot- / tom / of / this / poem / an / emp- / ty / well      ,1
602,602,"real. scattered. zonked. 
  ",1
603,603,"3/16 /&gt;&gt;The neighborhood paraplegic/&gt;&gt;&gt;Hissing fire/&gt;&gt;&gt;Stretching sarcasm/&gt;&gt;&gt;  glass (,)",1
604,604,"We want to snatch up your , , , and . Consider sending us your work!    ",1
605,605,"Ghouls gathered in the old church attic
Lightning lit the graveyard outside
Witches served brewed beverages
And the banshees screamed it was time

 ",1
606,606,"Contemplate
We Gravitate
Inwards
Following Path
Least Resistance
Such Is Governance
Reacting 2 Mob Rule
Governance Of Fools

",1
607,607,Caterpillar dance / smooth transaction / vegetable delight  ,1
608,608,"I find myself in conflict
The peace loving hippie
Vs. the Gen X in me
I want to heal the world
Or watch it burn
Why not both🤷‍♀️
Can we burn the world
From a place of love?
Can we rise above
A fiery purge?
Or are we destined
To remain diverged?

",1
609,609,New Year‘s walk / pampas grass plumes / rustle //   ,1
610,610,"With my eyes closed 
I still see your face
your image I'm unable to erase 
   ",1
611,611,"What wounds will you bring to me?
Will you take me to church,
or bury me under birch,
til' thieves take my soul.

",1
612,612,"I stopped following
the starlight to find my
way and decided to be
one with the darkness.
I can live anywhere now.

 
 
  
 
 ",1
613,613,".
Some people
are already ghosts
yet impervious to light.

 ",1
614,614,The sound of our flesh expressing ~ symphonies to the heart ,1
615,615,You are like the ocean in the summer and margarine in my sandwish xD and my bedding in the cold  ,1
616,616,"Deep I go into
The forest of forgetting
Hiding from my sins

 ",1
617,617,"Waking up at the cottage was magnificent:

morning fog covers
the lake shimmering below—
bare trees glow with dew.

 ",1
618,618,Your fluffy hair ~ bouncing ~ in my hand ~ the fragrance ~ all around   ,1
619,619,"Be unrestrained in thought.
Be flexible in belief.
Be open to change.
Become the freedom you seek.
Be yourself.
  ",1
620,620,"""the evidence of structure""

structure dot evidence

journey, not destination

function, not URL



",1
621,621,"casting a pebble of hope
from atop a mountain
watching it grow
into an avalanche of action

 ",1
622,622,"until the end of time
whisper my name
upon ur lips
those lips
which i have kissed
a million times &amp; more
 
then hold me close
closer still
such perfect joy
such perfect peace

for hearts live beyond
eyes which tell me
...all i need to know...

 512 ",1
623,623,"Shadows tangle in wind

nightbuds break open branches

moonbright

--:  to 

",1
624,624,"She’s shaking
She’s quaking
Drenched in the
Love we’re making
Time for a spanking
My time I’m taking
And I know she ain’t faking

 ",1
625,625,"has been involved in
a game so-called syllables
new match every day
   (involve) ",1
626,626,"I know its hard to remember people we used to be, its even harder to picture that you're not next to me. ",1
627,627,"Nov 4  , from friends' statuses:

THIS IS WHY I LEFT
rusty and disconnected
that life behind me

 ",1
628,628,"every time you look at me with that disdain in your eyes 
another piece of my wounded heart dies
as i internalise the blame

",1
629,629,"Sugar cookies
is it the scent of me
or a memory
either way I close my eyes
and take deep breaths.

 ",1
630,630,"something flows
from a simple picture
you can feel it 
immediately
it drains 
your resistance 
quickly fills your brain
",1
631,631,"Candle flame upright
Nothing moving in this space 
But breath and wild mind  ",1
632,632,"There will be
no
other.
I
am
done.
Solipsism?
The egomaniac self?
Less pain.
Love
hurts
too much.
I am done.

 ",1
633,633,Find / squashed words / between / billets / of steel    ,1
634,634,"Be inspired by the blazing 
Of your deepest desire:
Run With Fire!
   ",1
635,635," conquers all
To be  conquers you
 are few and far between.

  ",1
636,636,"she makes the 
ancient love
start to take the night
the Moon is 
her Father's eyes
crying stars of faith
and saying goodnight
 ",1
637,637,"orange. gamy. wealthy. 
  ",1
638,638,"HEARTY

Love lies beside,
belied by trying times.
A lover, a mask so fine.
A costume, a party
that seems so hearty
but deceitful above all things.

   Jer. 17:9",1
639,639,putting yourself on the line / saying what you need to say / that's what a writer should be   ,1
640,640,Flies buzz / divert my attention / all to get / a grain of / sugar   ,1
641,641,"I know where we met
At that ballroom dancing class
When we were fourteen
  ()      ",1
642,642,Golden haze of sun / Glistens like melted honey / On jagged rooftops  ,1
643,643,"little remains, sunset passes over, an early burial... I live inside of you.
    ",1
644,644,"glassy eyed rabbit • 
in the garden • 
watching me watching it •   1479",1
645,645,"Mold of my life
Cracked at the seams
Time running out
To heal the heart
Wake up my soul
Asleep in the dark
Waiting for peace
",1
646,646,"Favorite things: books, literature, romantic, sweet and sensual words, love songs, flowers, simple things, snuggling and YOU ",1
647,647,"fog lifting blossoms
at winter leaves
fireworks not 

 ",1
648,648,"Stash grainy boys
 in mud. Then
 take the shot.
  | ",1
649,649,"2/3/18: Greek Coffee

Grecian honeymoon
a cup of Greek coffee
left untried

   ",1
650,650,"Focused of the inspiration
Focused with this motivation
Focused with a zest for life
Focused in moving those mountains
Focused of what is more to you
Focused on what comes next
Focused In What Tomorrow Truly Brings
   ",1
651,651,I want to be a caterpillar so that I could worm my way into your heart and find my cocoon there.    ,1
652,652,"Art

The enjoyable detour
   From normality

The map
   To unexpected destinations

The bridge
   From mind to heart

  ☀️",1
653,653,"without harbinger
inherent and steadfast love
ascends to daylight
   (love)  ",1
654,654,"cloth are no limit ~ for force of lust
",1
655,655,"to see what you
can't 
to feel what you 
must
to hold emotion's hands
while life's violins play
in others hands
 ",1
656,656,":
 are still ,
Fresh and new as years ago,
Re-kindles the  as they thrive,
though from my mind, I try to let them go",1
657,657,"You’re the kite over my head. 
I hold you tight just by a thread. 
A floating square in a bright red. 
You come with me just everywhere. 

 ",1
658,658,"cotton candy cloud
over steaming coffee ...
raining sugar

   ",1
659,659,"Just Because
—
A gun cocks,
A cock crows,
A crow caws.
Just because.

 ",1
660,660,"Haikus are so fun
you can write them anytime
they're simple as fuck
    ",1
661,661,"Create one word
And that word will mean

  ",1
662,662,"Beware motif
Hiding a predator
Lurking for a
Feeble prey
Chandelier lights
Mansions galore
Covets vices
Playing upon
Virginity untouched
     ",1
663,663,"walking in circles
searching for any way out
of this crumbling cave
  ",1
664,664,"creativity
in the face of misfortune
is a true art form



",1
665,665,"At any given time
Shine bright like a bad mother fucker
I'm bored
Various fields of odd angry birds

  ",1
666,666,He's been thru so much allready why put words to your silence now when u could find none when he really needed them  ,1
667,667,"""...make like a turtle: downhill toward slow water. Instructed by heron, drink the pure silence. Be encompassed by wind."" 🐢🌾",1
668,668,"she is not afraid 
stronger than she is supposed to be
she wakes the dawn in me
and fertilizes the tomorrows not afraid to be a woman...
nothing is easier than 
loving her again...

  ",1
669,669,"measuring her
sighs 

the room 
became so small

and her eyes

green

materialize

 ",1
670,670,"she lives
with one hand tied behind her
like a madwoman
I tie the other.

 ",1
671,671,"Her heart 
will guide
this comfort in
Absorb the 
pain thats 
deep within 

     ",1
672,672,"summer
The Day
in the coolness

 ",1
673,673,Chilly winds ~ running to warmth ~ comfort of home  ,1
674,674,"Stroking her so slowly,
from neck to her forehead so,
shivers and enjoys! 
       ",1
675,675,"Got 8 years until 
don’t know if I’ll make it there
Got cancer
each day is worse than the last 
Only 57
not ready 4 heaven     ",1
676,676,"lips dry and bleeding
from too long in this desert
of wind blown kisses

  ",1
677,677,Rising intuition ~ beneath a veiled moon ~ as the skies speak...  ,1
678,678,"One wave
follows another
problems come
and problems go
so much like the tide

    ",1
679,679,"Silence
.
.
.
Suddenly!
.
.
.
Something moves
Was it the wind laughing
Against windows in my mind
.
Or
.
Could it be an intruder
Intent on violence
Remarkably unkind?
.
.
.
Silence returns
.
.
.
THEN BUMP
I JUMP
(Should I shout for help?)
.
.
.
To be continued
",1
680,680,"Ellen Bass: 

Bow down to terriers 
and shepherds 
and Siamese cats.
Fields of artichokes 
and elegant strawberries.

 Pray for ",1
681,681,"Relax 
sit back 
be 
with me 
   ",1
682,682,"Embrace the rhythm of you
Be your greatest influence
Love yourself completely

   ☀️",1
683,683,"Body Of Star Consciousness
© Surazeus
2020 11 02

                ",1
684,684,"music or poetry?
it is certainly praise
birds at dawn


",1
685,685,"cheap. pumped. dysfunctional. 
  ",1
686,686,"confused. fine. high-pitched. 
  ",1
687,687,"faraway love

sun rises on you
in dark am i still
dreams undreamt

sun sets on i
in dark you have gone
dreams dreamt

 ",1
688,688, Addictive any substance buzz abuse self prescribed slavery mood elegies swing the endorsement of no profit traded for potential,1
689,689,"        
nuclear winter
the last starship leaves
planet earth",1
690,690,I have known you in the night ~ fulfilled your every plea ~ may I find you in the dawn ~ your warmth yet bound to me? ,1
691,691,wiping the plate clean forgiveness //   ,1
692,692,"Walking with the time 
Did some crime 
Don't wanna hang on them 
But my mind on them when its pm! 

 ",1
693,693,"sunrise
out
it ari fade again

 ",1
694,694,"I am so CLOSE to my  goal for the year, which is to write, memorize and perform a 6min33sec . Im at 5min30secs on this ",1
695,695,"  
A breathed in, pained wince
Arms out wide, stomach churning
Remembering loss

RIP Chris",1
696,696,"What is left when you take off that dress
The door closed and the hush of your mind on bare skin  ",1
697,697,"I'm drowning in a sea of sin
Sucked down by perversion and lust Wearing a lifebelt of open sores
Fashioned from Mankind's pus
",1
698,698,cleaning out clutter / on a holiday weekend / she craves empty spaces   ,1
699,699,"these men, so strong, turn so cold as to be cruel, like stone upon the earth that is their charge...

  ",1
700,700,"""If I feel physically as if the top of my head were taken off, I know that is poetry."" -Emily Dickinson  ",1
701,701,"Descend towards
 the public eye
 cops
 in the rain. Suddenly
 the sun sets.
  ",1
702,702,"mighty roar
followed by silence
Hiroshima

  (mighty)    ",1
703,703,"coffee ~
with caffeine ~
a diuretic ~
decaffinated ~
useless

  ",1
704,704,Resistance creates difficulty. Adaptation makes things easier. Acceptance allows peace. Adjustment is wisdom.    ,1
705,705,"under his mask a sense of humor

   ",1
706,706,"withered memories
floating down
between 
the rain and thunder
no excuses for their 
youth they lived in plunder
 ",1
707,707,Twilight evening ~ falling down ~ on river of dusk ~ bearing shadows ~ of flying birds ~ gently ,1
708,708,".
Where is the balance?

for I find that
in seeking silence

I lose my mind.

",1
709,709,"Lost
w a highway blues
for the ages
discovering no escape
for yr sorrows on the road
just another town
same old lonely despair
",1
710,710,"graceful. voiceless. boorish. 
  ",1
711,711,"~ Whispering His love To himself Wishing it
to Reach Her heart Exactly likewise She
aspires Him to read Those hidden Love
notes ~ 
       ",1
712,712,"The mirror shifted colours
Combining my image
With a green filter,
Not at all magic
Just a reflection
Of my naivety.

 ",1
713,713,"  

Harvest brain storming:
Spring-time feelings goes abroad;
screening summer-thoughts
while fog patches cover up
an isolated dreamland.",1
714,714,"one clear note...
if only light could  be heard ~ 
this full moon

  - ish ",1
715,715,moonlit brume ~ these diaphanous veils blur ~ rough edges    ,1
716,716,"   

where’s the leafy shade
robins, juncos, and squirrels
only a stump now",1
717,717,"my life is burning down, just ashes all around, i will rise from the ground, i leave these ruins in a grown. i'm a pheonix   ",1
718,718,"Kiss me in the rain, and I'll forget the pain you put in my vein. ",1
719,719,"the fruit 
still in the tree
bleeding inside
pulsing from root
to branch
soon to hide behind
the soft flower of youth
 ",1
720,720,"spring toddles
along a flickering elm
April moon

  ",1
721,721,"Forest fire;
The hurt you caused
cannot be undone.

    ",1
722,722," may not be a good day in book..
But still you can try your luck on love..

   ",1
723,723,"bees are really kind 
collect nectar from flowers 
to make sweet honey 
   (really) ",1
724,724,part 1: lost / broken body / and bruised soul   ,1
725,725,"Night ready
To wrap me
With glimmering stars
But My pen
Not ready to stop
Still Drizzling words
On Blank paper



",1
726,726,"spent a day playing with out consequence, no thoughts, responsibilities, closer to freedom than I've been in a while ",1
727,727,"watching ants again
rushing myriads of shadows
busy pretending

  ",1
728,728,Wrapping my sighs ~ softly ~ into pastel-colored tissue paper ~ then carefully ~ packing them away.    ,1
729,729,"we have our issues
but I still miss you
wish you well
a well full of happiness
an overflow of prosperity
  ",1
730,730,"she wonders~
can the others
clearly see
that your presence
ardently entices me
or how your lap
subtly invites me

 
",1
731,731," 

when you found out it wasn't me /
when I found out it wasn't me",1
732,732,"I write because
Words are here
They come &amp; wait
Until it's clear
A message forms
As more appear
Who places them
In my ear
Words
",1
733,733,"and you sitting there 
staring and hands clasped and
so still and waiting.

      ",1
734,734,"Oh flower pot
Of love
I shall
Spill
Water
From
The
Sprinkling
Sprout
As
This
June 21st
Sunshine
Day
Smiles.
We
All
Shall
Rejoice......
",1
735,735,"Quiet moon voyeurist
Watching peoples' dream
Learning more about who they are
Than the sun has ever seen
",1
736,736,"Like druggie glam or how we slam, double damned
Paid out, laid out, comes the past, twice-cast
Another day, another hype
Zero to ninety, floor it, score it - I got to hit it – 
Nobody cares, a dead junkie and live one look the same. 

  ",1
737,737,"morning
her shadow
down the times

 ",1
738,738,"""The Some Time""A problem people walked incold bundles for a gun and I walked into the countin'The world's brown breeze is like a moment I meetI was retiring and it gave it a serial doing in the morningThere's a strange lock full of frightened waters

  ",1
739,739,"Her hair falls
like a gentle
waterfall;
my hands drift 
in the spray,
drowning
in the soft
splash
of curls.

   ",1
740,740,Abandoned garden/ uvid air of the past-/ I dream again / in your arms.  ,1
741,741,"Lucky little worm
resting in the whitest flesh
an apple falls down.

   ",1
742,742,"Beautiful to see the Dawn
Beautiful to see mornings skies pink
Beautiful in eastern Ridge gold
Beautiful in Morning Beginning
 ",1
743,743,"your eyes seek mine...

our...
lips quiver, 
hands grip,
legs interlace,

and I start to live...
for only you.

  ",1
744,744,"             

We are what we are
And just as much
For nothing more we seem to ask for
And never have settled for any less !

© Shookla A",1
745,745,"While others settle down
with their safe bets
he prefers to roll the dice

 ",1
746,746,"kinnels, the dentist of sickness are the soul,
The hardens of the enemy, the princess of peace and shadows, rolling above,
And a paralyzoo.

}  Rojoglina

Those ancient times they seem to search thee before the sails,

  ",1
747,747,every soul is brilliant ~ some are obscured by more debris than others ,1
748,748,"imaginary. somber. creepy. 
  ",1
749,749,"in the darkest dark
suffocated by
tons of weight and water

I would dream
of only one thing

all of the love I've ever known

and hope
that those whom I've loved knew it was because of them

that even in the darkest dark
I believed the sky
was still blue

 ",1
750,750,"Life
a surrealist painting
full of
surprise and wonder
the unexpected
a bit of the bizarre.

 ",1
751,751,"so many ~
the worlds
to get lost in

and all ~
reflections
of the one

",1
752,752,"Foreign Wind
Blasting
Ever Lasting Din

  ",1
753,753,"From the forest 
murmurs of trees
exhaling life.
 ",1
754,754," She sings along to her favorite song, does she not realize the misogynistic lyrics that are mouthed, why doesn't she turn it off?",1
755,755,"Btw i have been writing some poems/songs . Does anybody wanna read it? 

     ",1
756,756,puddle jumping  /   in polka dot wellies  --  /  the bus driver's cap is slightly askew    ,1
757,757,"the
childlike
charms
of
poetry.

",1
758,758,"An enthralling sight, a panoramic illusion
Lights are dim but the promise of hope is bright!

",1
759,759,"Scenic views replaced 
By buildings built of concrete
Escape the city   ",1
760,760,"words fail

lives trail

eyes
make basic
mistakes

today I feel
just half -
awake

the world with 
so many

knocks
and shakes
 ",1
761,761,"Embers keep burning my fingers 
putting out cigarette butts -
Like I can never get too far away
from the fire

- BB16

",1
762,762,"Leg pain came today, I really wish it wouldn't stay. ",1
763,763,"January
brushing my cheek
with cold fingers
 ",1
764,764,"In the bird bath / our squirrel visitor / splashing his face .
 ",1
765,765,"impolite. married. nippy. 
  ",1
766,766,"You were distracted from the plain truth, that inner being much neglected, cried to you from the heart.   ",1
767,767,"They say blood
is thicker
than water,

but tears
stain just
the same.

   ",1
768,768,I was already drowning/Wont you lift your hand/Allow me to/Break into air/Breathe your breath/Suck you in ,1
769,769,"Are you
Or ever have you ever been
",1
770,770,"Scratch of a new pen
On an old notebook
Like mice in the walls
A fine line 
On ruled paper

   ",1
771,771,"A bairn too had a brave heart /
when the people fought /
for Scottish independence
 ",1
772,772,"The leaf his house
The tree his world
The widerness his universe
Cut the tree
His world is down  ",1
773,773,"His life accelerated
Until all days blurred into
A continuous grim Monday
Less groundhog than
Ground down
  ",1
774,774,"Bicycling to work
with a picnic basket
in February
he watches pigeons
arc through the sky

   ",1
775,775,"Looking deeply in your eyes
I capture your soul with mine
Sealed with a kiss ... 
Mine forever©
",1
776,776,"as we age

we realize

the only breath

we can hear

is our own



",1
777,777,"12.24.2018
Part I
She's got 
Soul/Sole
Don't give a fuck
 about nothing
but her own
She's got that 
Rock &amp; Roll
If you don't
get her that
Stone.
Ice.
Cream.
That's, Rocky Road
She gotta go...
Lock and Load.

    ",1
778,778,"Right now, to write a 
I need to hide under piecrust
duvetcoated hole
For Eons until
my ripvanwinklehead
forms better words than these",1
779,779,"I love you 
in breeze whisper 
lack of confidence 
the greatest love 
will obtain romantically
  ",1
780,780,thick morning fog / a bird takes its song / to another pond ,1
781,781,"My dear,
If you were but a shadow
Fleeting and incorporeal.
I would still give you life
In the fields of my mind
I would anchor your form
To the beating of my heart.

My dear,
If you were decorated with scars
So that you hid your face.
I would still look upon you with love
",1
782,782,"hard to resist 
the nice smiling dawn 
and the bird songs 
   (resist) ",1
783,783,"Night falls, and I feel like writing love letters to the day gone, before going to bed with the next one. ",1
784,784,"sorting old pictures
the best time of our lives 
may be behind us

  (best)   ",1
785,785,"Crying, curled up in the corner
bloody knife, shaking hands
Just on the edge of right
  ",1
786,786,Wanna put u in your place-hands around your waist-lips kissing your ear-you right in front-as the camera shutter snaps  ,1
787,787,"Whittle down this night ~ 
each dream fallen ~ 
their shave terse ~ 
if not in this slumber ~ 
let them spoor a hearse 
 ",1
788,788,"  for August 3rd, 2018 - as always, from the statuses of friends.  😀

the tub is running
on the wrong side of the box
smoke came pouring out!

      ",1
789,789,our alchemy · transforming pain · into pleasure  ,1
790,790,"Maybe I'm not too kind to be a shrike, after all.
Yes, I will be your butcher bird.
It will not be self-defense.
",1
791,791,"I keep looking in the mirror,Wanting the reflection to change, But with all this blood on my hands, It’s too late to be saved  ",1
792,792,"seagull cloud of screams
disturbing a fitful night of dreams
ice cream cone ripped from the hand
yellow-beaked squadron
scanning the land
that sobbing child begins to wail
zombie apocalypse sq…
walks on.

  ",1
793,793,"For Aire

  ",1
794,794,"dark stormy nights
ghosts huddle together
telling human stories

  not a  more like  pops 
   ",1
795,795," 
Forming queue on both sides
there're green plants 
crystal water of  the stream
as if taking snapshot!    (Urdu poet)",1
796,796,"he envisions her like a black swan
poised as an adversary among his lovers


",1
797,797,september’s sun has sunk / for the last time / into the inky black trees / octorber mists / on its heel ,1
798,798,A floor ~ layered ~ in sepia ~ my curling ~ memories    ,1
799,799,"In what world shall we live?
A place where people take,
A place where people give?
&amp; what world will you make?

(A tiny 
While walking home)",1
800,800,"Learnin2 breathe again 
Walk on legs that dont tremble
Wake w/o the ache
Close my eyes 
C my demons
Coverin gaping hole
Even they know
",1
801,801,"How she does it nobody knows, living off crisps now, pass the Doritos. ",1
802,802,"Some of the sweetest
sad songs
were born in a cage
tears of rage ,
Sad refection of the
age
Some of the deepest
songs
were born in a cage,
WE see the bird sing
and the happiness
it may bring,
but the cage is its
reward a life trapped
nothing to do
but sing sing sing..
",1
803,803,"dear. regular. handsome. 
  ",1
804,804,"A fevered dream
burning deeper in us
w each passing moment
bring yr lusty sunshine
make me cum in sun
until I see wild possibilities ",1
805,805,"Colour changing leaves
Like an autumnal herald
Ushers summer out

    ",1
806,806,"  

October twilight 
white cat arches itself 
into a black cat",1
807,807,"An icy gust
finally walking over
late summer.

   ",1
808,808,"

she called it
her dream journal
but as I glanced at it
I came to understand
why her eyes
were weighed down
with grief
she was in love
but it wasn't
with me

count 156

 


",1
809,809,"Beyond icy glass
Maple shudders red
My heart calls to the wind ",1
810,810,"meeting her eyes
I held my breath
I need brave
to show-up
now
 ",1
811,811,"They’ve stolen pieces of your soul
for a dollar and a dime
all the while asking if 
you’re a good time
A rump shaker always on the make
for whatever you can take
haunting images you can’t shake
have crushed your heart into constant heartache
   ",1
812,812,Paradise lost in her he found~ where the wild rose grew~ and butterflies flew   ,1
813,813,"I rehearse/ my first speech/ in front of a mirror --/ a June frog/ sings to an admiring bog (Gusts, 11)   ",1
814,814,September morning / rain on the roof don't matter / the smell of fresh bread  ,1
815,815,"  

wondering
if there's a way
it can get any worse
the metermaid leaves two
on my windshield",1
816,816,"They told me ""You should write stories!"" ~ my paints crinkled their tubes and laughed ~ ""I do,"" I said ~ waving my brush.  ",1
817,817,"A shapeshift in me
at his kiss,
his touch soft as fallen petals
on my skin

a chrysalis
unfolding

I am
near wild heaven
with him.

",1
818,818,"if you don't share your love ~ who in the world should start to do?
",1
819,819,I used to be your age once. I didn't care for it.   ,1
820,820,"deadpan. subsequent. big. 
  ",1
821,821,"""When was the last time you felt love well up in you like a newly struck . Like an outpouring of the soul.""  ",1
822,822,"your sugar falls 
about the 
gloom
sweetening 
bitter 
days 

",1
823,823,"I’m writing poetry almost every day now and I love it

✨📜✨

       ",1
824,824,"dry acks for the water
Repeads to the river
reengue

 ",1
825,825,"Last fall
amidst the bowls and bulbs
the bright insides
hidden by the onionskin
outside of spring's flowers.

 ",1
826,826,"y and impartiality,
 my teemingtanial force charnel as they had so
 lawfun to beat, 1988..
 Readieties and peace of business heroes
 to keep yourself to the Creeks of May again, where the love Stands
 eyes between arous lonely in the midst of the Presidentilism

 ",1
827,827,"dawn 
a train's engine starts
the sparrow

  ",1
828,828,":
""killing the spider •
then so lonesome --- •
evening cold ""
- Shiki
 ",1
829,829,"I want to be the
Fairy dust that lets you fly
Straight to Neverland.
  ",1
830,830,I’m v conscious that I have not written for some time  ,1
831,831,"when i lie in bed
my brain tends to think stuff like
""why does 'yes' mean 'yes'?""
 ",1
832,832,"errinspelling: ""then by the power
vested in me by the state
of California""

  
  ",1
833,833,Deep is the moment when sounds come crashing down and pulses are blasting...BTracy.    ,1
834,834,"You know that happy feeling? 
You remind me of that. 
You are the wind, the fragrance, 
You are comfort, and it's thought
",1
835,835,"late winter storms
 leave fragments
 of a changed web
    ",1
836,836,"VII.

ROUR.

The sun shines here
   And every way to rest,
from the first tent to me.

Did the world from verse too plucked;
Or when they move again?

  ",1
837,837,"Shove me
against 
the wall
pin my hands
over my head
scrape your teeth
over my throat
take me
again
and
again...

 ",1
838,838,"Sorry I've failed to be my best
I keep straying from this quest
I just hope I haven't failed God's test
    ",1
839,839,"ambitious. exotic. undesirable. 
  ",1
840,840,"Walk in darkness
Shadows clinging
Beneath a dark sky
Clouds rolling by
A sea of concealment
Leaving nothing left to hide
    ",1
841,841,You............... Me................. Us............... Now.                                                  ,1
842,842,I was in the middle of writing a  and them I started crying. I suddenly realised my views on something i've been wrestling with.,1
843,843,"Out of warm darkness
Into bright pain, love's labor;
Why this life? Madness.

   ",1
844,844,"the secret language
of real estate - where charm
means falling apart

  (charm)   ",1
845,845,"We will meet again 
either here or on the other side 
and I will find you
In a song I can’t remember 
or on a road I’ve been down
too many times 


 
 



",1
846,846,"*
 I looked at night and listening to me
 and I said, I wanted to tell you the butcher and an old man:
 a woman that was her dressed earth and really of the streets
 and he said, ""the other thing about the phone protection they believed

  ",1
847,847,"Sleep  is calling me.
My eyes are heavy, but still-
I can not shut them
 ",1
848,848,you feared your fire · I fed it · unafraid ,1
849,849,"I still walk on road thinking of you...
My heart says the air still has your fragrance...  (7)",1
850,850,i / hover above her / a bird of prey / coasting the winds / until / that moment arrives / talons out / i dive in & take her  ,1
851,851,Open my body leave in a mark Open me river me do what you will.  ,1
852,852,"XXXVII.

I noticed a below there
that I heard my body
I don't like left me his control
But the may not harm him
   Here to die did it.

 ",1
853,853,"rain, wind, scorching sun be damned
an army
of seedlings collimate
ready to do battle
against their own mother

  ",1
854,854,"I appear
 thoughtless smoke &amp; reflection
pool of eyes
 danger
beneath the peel
cavernous
 &amp; in hibernation
no friends in the bottoms
",1
855,855,"When Man kills the world
with pollution and with war
whose flag is unfurled?

  ",1
856,856,"Strange
The memories
The mind
Hangs on to

 ",1
857,857,"Everything 
Everyone 
Is
Connected 
Interconnected 

   ",1
858,858,"All the cravings
All desires that one can hold
Aghast, a wretched soul
held in prison
guarded by contemptuous derision
 ",1
859,859,"turtles smooth painted softshell
styrofoam turtle species water
cups pride and laughter shes
a dusty place hydrant dogs
mark  tradition",1
860,860,"See different colors with every touch of your tongue. 
Let my eyes rolls from the sockets of my possession to your stomach

 .",1
861,861,Christmas times unexpected Christmas holidays Spirit Christmas times inspiring moment always Yuletides Magical Gold  ,1
862,862,"You built these walls so high;
With abandoned bones 
And heart of stone.
I asked you why,
But I don't think you'd let me know  ",1
863,863,"spiffy. straight. proud. 
  ",1
864,864,"

ancient wine purple in the lamplight
chess pieces in cream and crimson
the kettle whistle",1
865,865,"THE PUBLIC FEAST

Waves of clear
Both near &amp; far.
Feeling, thoughts &amp; bete noire.

Steering stars,
Parting cars.
A perpetual stew we are

in the very public feast.

    ",1
866,866,"A Silence
The Silence
Exquisite
Pure Quiet
No Noise
The Sun
On High
In Bluest Of Sky's
Shines Radiant
King Of Its Day
Smile
",1
867,867,"Two lovers on the beach/ 
 on the left side a small boat/
to ferry their feeling.
  ",1
868,868,"noontime love
in a breathless rush
crammed somehow
into the daily crush

  ",1
869,869,"sipping a Sprite moments keenly perceived kigo schmigo

     334",1
870,870,"Morning shards
Cut through darkness
Lift the veil
From sombre horizons
Born children of
Hopes and dreams
  ",1
871,871,(4) dying in freedom ~ in the deep blue ~ comb my hair ~ precious fish tails ~ be my refuge    ,1
872,872,"Grandpa taught
me one city trick
—the 30's

When
the heat 
wave wins

His friends
would duck the ramparts
spread fine sheets on pillows thick

Drat the rats 
Back then Jazz 
They'd never tire—

Singing, dancing 
""Happy "" 
that   jig

 ",1
873,873,"I ran, and when I couldn't 
I walked, and when I couldn't,
I crawled because when you don't move, you're not trying.

~K.T.

     ",1
874,874,"the casket 
of love
with swinging
door
dizzying  joy
to the grave
to die is to adore
 ",1
875,875,"Use of eyes
people should
learn from my friend
even with one
shot many
victims are
fallen down!
 
",1
876,876,"I opened a dead umbrella 
drops of rain falling
Six feet below the drain

    ",1
877,877,"A heart bleeds
Over a favourite 
Musing
Feelings
Sprint through 
Veins
Arteries
Emerging
In moist
Innocence
Eyes
  ",1
878,878,All these words ~ deliciously flowing ~ all around me ~ and yet ~ I still long for your words ~ to drench me once again  ,1
879,879,"to be missed, there are minimal requirements. First you have to be gone and then you have to love ",1
880,880,"parakeets in 

eye contact and smiles 
 

saying hello on
old street

 in London

 ",1
881,881," 

the rich man who has never touched a washing machine
*
the poor man who works at the laundrymat",1
882,882,"There will be no poem
half-whispered
in dim light at dusk
while I lay with a hand
resting in the curve of your voice.

 ",1
883,883,"If u a hater ur a mirror, fuel 2 my fire
My spirits wired 2 inspire
Ill tie u ona geyser 4 all 2 admire 
Adhering ur soul up hi lighting my wire
Blowin me tiers higher
Infusing shine in my shire
Reducin hates spire Blazing my desire
Inflamin my flames flyer

",1
884,884,"She was afraid, so ~
eluding being hurt by love ~
just chose stay alone.
🙎💆💃✌
 (elude)


",1
885,885,"Ocean, mountain/ ocean, mountain/ California.  ",1
886,886,"bad. mushy. silent. 
  ",1
887,887,"Ideas I'd like to share, but not sure if they are ripe... ",1
888,888,"Tuesdays is Boy Scouts
Children become men. As time
Does make men grow old.

 ",1
