,text,ispoem
815,"Three might be my feat. 
Two already I've consumed,
One more I might need. 

      ",1
816,"minutes 
pace
the stolen 
time 
between
our kisses
we should have
had
a theft of lips
none long endure
 ",1
817,"I know this strong right hand of man hath done; therefore I beseech you, look into the world's  ",1
818,"every touch
schools me
every kiss
leaves scars
romance
truly causes 
the heart to beat
 ",1
819,I dream images of color in this grey world ,1
820,"Poems  
are songs 
hummed  
inside  
the poet's 
ear, 
notes  
heard 
when 
moments  
demand 
our attention. 
  ",1
821,"you don't know
what it is you want
'til you know what it is
you don't.
© RC deWinter
 

I want sleep. Goodnight Twitterverse.",1
822,"Head, car and traffic lights gives the grey weeping head of autumn, a razzle dazzle wake up chorus ",1
823," 

carrot-colored sun
the soft nose of the
policeman's old horse",1
824,"Jiffy Lube, waiting
in petrol purgatory.
Watery coffee.

  ",1
825,"I wish for the free will of evil
If I choose to resent,
But the mind to be kind
If I choose to repent.
  ",1
826, - 'tomorrow'Try living each day as if there were no tomorrow.    ,1
827,My japanese is weak/I see ink dry on rice paper/wonder about wasabi/nori/& fresh tuna/is this a /or a menu?/I should never read hungry,1
828,"jostled
on a crowded street
my mask of humanity falls to the sidewalk
shattering
no one notices

 1200  ",1
829,"A window, open/to the sunshine may also/let the rain pour in/A heart that welcomes love may/also invite misery    ",1
830,"  for September 2nd, 2019 - as always fashioned from the statuses of friends.  🎭

Going to the Fringe
some serious therapy
do not regret it

        ",1
831,"accidental
lover
I feel your eyes
covering me
and they don't want to leave
fate drives you
right into me
 ",1
832,"See the bigger picture
From a deeper perspective
Adapt your actions
With guidance
From your feelings
Settle only
For a life that’s true

 🌤️
 ✍️",1
833,"Writing isn't always a lifestyle of the rich and famous, but it is a lifestyle. 
    ",1
834,  To kill a dog/is a sign of man's inhumanity/unconditional love waiting to be released/snuffed before potential impact,1
835,I await your hand ~ guide me under the moonlight ~ let us dance until dawn ,1
836,"`The Place of a stormy thing that fly in the sky.
 I think when I was the price of a belly and thing alive as I walk back to the end, and I walked over and rolled and smiled at it.

  I watched the world and stared at the window, the whole world was walking

  ",1
837,"There are many who
want 
those happy to be and 
those never satisfied 
excavate to see
",1
838,"might snow
for my mother's last pond rain
moon

 ",1
839,"Penetrating flaws,
you
the staunch defender.

Friend...who defends you?


",1
840,"unable. common. hideous. 
  ",1
841,I wrote a  to my daughter on the eve of her . She cried. Might be my best work yet.   ,1
842,"Paris,
another country,
filled with untold adventures.
(C) 1/24/02
    ",1
843,"Guitar Strumming 
From behind the door 
Of my son's room
Life feels in accord
Whole notes

 ",1
844,"Empty places,
Besieged by darkness,
But nowhere to hide,
Nowhere to run.
   ",1
845,"My love
the fire bright
singeing
in the cold night.
",1
846,"old air raid shelter / overgrown, where we played / war games as children  ",1
847,"Captivity is silent gossamer,  ravenous screams of bitterness~   ",1
848,"knife sharp / pad calling / words sit ready / time to bleed, fool / across the empty page ",1
849,"in the highway
a line of stop fallen
year rains

 ",1
850,"to the wind, in re:
dust devils---Could you please buy
me some eye drops? Thanks.

  ",1
851,"Still waiting to hear back from the   on the chapbook. In the meantime, I'd like to share a .",1
852,"We are without death
Through our children we shall live
The torch passes on
  ",1
853,"I guffawed
She said it wasn’t funny
I tried stifle, but funerals 
Well you know
",1
854,"My insanity, was born
in Sanity.

 ",1
855,"making a mountain
out of a mole
on my lip

    2072",1
856,"Remember me 
as wild 
and carefree 
  ",1
857,Manifest frequency on Earth.   ,1
858,"SEASONS

Ever changeable,
Brollies up, sunglasses on,
July in Glasgow!

      ",1
859,"Poetic Eggs
Written by Ezra Pound.
  ",1
860,"mosquitos are tiny ~ but it seemes ~ they make more noise ~ than elefants
",1
861,Laugh into the room ~ shiver &amp; shake &amp; defecate ~ absorb the poem mainlined into blood ~ the brain can catch-up later. ,1
862,"Droplets fall, 

Water grounded, gathers,

Drawn to puddles

Appropriate, as the water formations

Serve as timely mirrors

For the re-emerging sun.

  ",1
863,"aching supper
against the silence
of the afarce

 ",1
864,"A Backward Glance
Written by Henry Lawson.
    ",1
865,"planting a 
seed of hope
in the heart of 
the dry desert
",1
866,"Caught in chain of your love,
An open cage a prisoned dove.  ",1
867,"salacious notions
reticent notes of remorse
melded together
   (together)  ",1
868,"I will not follow down the rabbit's hole
At least the half-empty one per se
Why it's time to free my soul
Let it run around &amp; play

",1
869,"

Stars have so much
to say

utterances cast out
over years, centuries, millenia

&amp; only eyes
to hear what they say.
.",1
870,"All the pieces of broken hope
Tied by a single rope
She held it tight
With al her might
For she knew she herself
Was her knight
",1
871, of the day: Dream within a Dream- Edgar Allan Poe  ,1
872,"How do we weather so/ 
crippled with mornings/ 
our night-tears star-sewn/
to dew rise n' stir.♥

  ",1
873,"The moment I will leave
is going to be
when you tell me
that you don't feel
anything anymore
When you realize
I am not
what you were looking for
that I can not
be part of your life anymore
Me, I
have no where to go
then here 
mother earth

  
",1
874,In deepening darkness ~ souls tumble ~ into each other's depths.   ,1
875,Tee shirt give-away / this Sunday / who will wear them next  ,1
876,"And you know that you're done
When even the drugs are no fun
When you finally fall asleep at night
You just wake up screaming 'cuz you
Keep dreaming of stealing some guns 
And just fucking killing everyone 

    ",1
877,"Versification
words, verisimilitude,
creation.
My curd,
a sea, the meal.
Hunger,
stronger
I feed, I feast.
I celebrate the beast
&amp; the burden
of burgeon,
bully,
wooly warmth.
A cozy swarm at bay,
honey, sting me.

   WildWords",1
878,"I hope 
 you mean
everything
  you told me
never once do I 
      play around
with my own
heart.
  ",1
879,"a balloon stuck
with one u-turn; crushed
modern world of intelligence
technology used as a crutch for stupidity

 ",1
880,To get high and watch The Breakfast Club or to not get high and watch The Breakfast Club ,1
881,"How he roamed  ~ across her summer heat ~ as their feverish flesh fused, burning into him~ silently scorching his soul  ",1
882,"I don't exist...

there's a somber symphony
of ambivalent decrescendo

for the shed layers
that would have otherwise
caused me to

graduate into wings

from struggle to satisfaction
over conflicts of a mind

that no longer matter
no matter how long

I try to exist

 ",1
883,i'm feeling confined / this life has its hold on me / time to shed this skin?   ,1
884,Giving direction~ to lost hearts~ love~ often loses~ focus ,1
885,"In stone these letters lie~not lost but gone before~but puppies testify~no pain, no blood, no more ",1
886," 

Hearing the small lungs cry
clogged by highway smoke
&amp; power plant smog

or no, it's just a crow.
.",1
887,"new tattoo 
everything that’s happened 
since the last one 

 ",1
888," 

Don’t dare say you know me
   It shows your nievete
Existential bologna
   People lose teeth talking that way

",1
889,"Hold the words/ cup them close/ let them whet your mind/ past pages of another kind
",1
890,"My day is not complete
Without a Red Scare Bot retweet
",1
891,Warming skies blessed blue thawing prairies Golden sunshine seasons driven strength optimistic Afternoons Hope Of Spring  ,1
892,"they've come
these robins, hundreds
finding snow

   ",1
893,I bet you~the flesh~of one coconut ,1
894,"happily purchasing
our prisons
of preference 

  ",1
895,"a wishful heart 
and soul that’s full of love
both curse and blessing
on this Earth of mortals 
life spills its sparkling glow 
between our sunset and sunrise 
like billion stars across 
celestial ocean...
      ",1
896,"He helped himself to my dream and left me in a nightmare.
In the dream he called me.
In reality, I was speaking to myself.
   ",1
897,"she grew young under 
the Baobabs tree
it used to protect her
until a vile man
removed her virgin soul
 ",1
898,"I saw an egret in the sky today.
When I saw it I was all like, ""NO WAY!""

  ",1
899,"-it's what's not reflected that holds my attention, the things that aren't perfect you know, like you, you're broken thoroughly!",1
900,"blue sky
another rain
the fangs mist

 ",1
901,"He is my one true destiny, the echo of my soul.   
Two fragments bound eternally; together, now we’re whole. 
  ",1
902,"I estimate you will descry 
 When your expiration takes its assessment
All the capital you made
Will never procure   your reputation      
 .",1
903,"I enjoyed ""Night at The Kiln"" My  ""I am Stoke"" will be posted /uploaded soon",1
904,"The sky is leached of color
less than the gray steel buckets
my father filled with water
and dead skinned rabbits
soaking winter red.

  ",1
905,"A dove
doves in droves
whatever 
I cant exude
any significance
akin to peace
just the torture
of missing you
and arms
bereft without.

",1
906," 
It’s not fair
Nowhere close
How you’ve ruined me for everything 
Anything good
That comes after you",1
907,The Only True Purpose Of Life Is To Give Life Purpose    ,1
908,"The world must not
Submit to the terrorists
Who worship evil

       ",1
909,"The crisp of the yellowing leaves.
Nostalgic scents as you go through the diary..  ",1
910,"Restless

My mind always wanders
Pondering about the past and tomorrow’s wonders
As well as the worries and fears of what may come
Regrets, what ifs, and mistakes that I’ve done
No wonder I fail to relax and eat
Or even rest and have a goodnight’s sleep

 ",1
911,"It's easier to destroy
than to create.
You can work for years,
and they can destroy your creation
in a second.
Create anyway.

",1
912,"Abject surrender to your wiles
Embittered by time
Looming reminiscence of your smiles
Sealed in my mind

 ",1
913,"slamming doors
creaking floors
whirring fans
business plans
separate womb
my hotel room...😎
   ",1
914,"Your husky voice,
( and my world's falling apart )
",1
915,"   

spring uncloaks herself
lays down her robe of flowers
embraces the land

🌺🌿
(derivative of a Portuguese song)",1
916,"Live for a lifetime and count your accomplishments, work for a while and smile at the rewards earned  ",1
917,"why not
whistle
like a train
through the gravestones
of poetry
lumps of granite
that mean nothing 
to my pain
 ",1
918,I must have just miss / half of world / falling in love / people seem more / sentimental of late //  ,1
919,"I Take My Angst
Offer It
Upon An Altar
Of Satisfaction
It Burns In Humility
Head Bowed
I Offer Thanks
4Sacrifice
Of Life
",1
920,"

It isn't your body I want
it is your mind

once I have that
your body is mine.
.",1
921,"Bankrupt dreams
Corrupt schemes

Got the bailout blues
feeling so used
feeling so abused

Treasury shoveled money through the door
Didn’t care what the money was used for
Handing out bonuses to wall street cowboys
who took us for a ride
When did two wrongs become a right?
",1
922,"Whatever thought 
Is going through 
Your head 
Reflects greatly 
On what you 
Input into your mind 

  ",1
923,"Knowledge of the States,
When the distance stood there on the river of the crowds,
I saw the sun and sky with the whole mater and the stars.

  the spring below the streets and the water,
I feel the true few lands of the true united man and the others,

  ",1
924,Spanish pensioner / with a good heart / and an earnest paintbrush /  manages to restore / nothing / but faith  ,1
925,"Music is life
Music is living 
Music brings joy
Music brings sadness
The notes may be shrill
The words may be melancholy 
Music may bring comfort 
Music may bring death
Music may be sensual
Music may be violent 
Soothing the beast
Raising the chaos
Music is life

 ",1
926,"Edward's right,
By this I know; for I were loath
To link with him rises weeping: these are the cause of his
withdrawing.

DUKE VINCENTIO:
What, I prithee, pray for you must be buried but as at that very
distant time stood, as it were, mean mischief and break an oath? ",1
927,"Do you feel it in the river?
An aching mourning
Made of destruction
Come back to you
Tainted in a yearning
Moving from what has been
Won't come away from you
Started as rumours
Turned into whispers
All about you

",1
928,"like a shadow it came
stealthy&amp;dark
wrappd in enigma&amp;smelling of pain
dangr came
slipping thru moonlite
w/o substance or shame
",1
929,Love is the clearest lens you can see through. Everything else is just a different level of tarnish.    ,1
930,"-
The version of me
I prefer appears near all
the versions of her.
-
 (version of me)  (her)
 ",1
931,"Pages getting filled with words
like an empty glass 
that gets filled with water.
A vivid verbal photograph 
captured with ink and paper. 

         ",1
932,"unswept
fallen festoons of leaves -
their tints and hues
filling the empty street in both 
joy and solemn sadness

    ",1
933,"Eky thumb
Eee by gum
Yorkshires home for some
Dales swales
Straw bales
Yorkshire pudding
Fun
",1
934,"As for me, I am a watercolor. I wash away - Anne Sexton ",1
935,"Liars surprisingly finding each other
Two lovers deep under the smothering 
Armor of karma

         #",1
936,"music the only language, the only comfort, as you slowly left   ",1
937,"O,  of words,
think a hundred times before attempting to interpret
the countless . 

",1
938,"$10 spoke to the house of a world of the tree,
 I watched the river and smoke a black name with a dog with a big grass as if it seemed all the way to the transfiguration of the World War Thee.

  ",1
939,"Three days of gray
only my neigbor's
red poppy roof
to break
the monotony.

 ",1
940,those eyes ~ how deep must i go to claim ~ their promises     ,1
941,"split decision
city council meeting
on subdivisions
 ",1
942,"      


Go cut the damn grass
",1
943,"the rain
and
the dark
conjure 
a puddle
just to reflect
someone like you

 ",1
944,"Your darkness
is delicious

I want to bake
a cake with it
&amp; eat it
all day long

 ",1
945,"his vision failing
he no longer drives his car
we buy groceries

G.G.F.
     (vision) ",1
946,"Shattered on the ground
Porcelain,her cracked face
Dripping sooty tears and snot
And over these scars, we'll paste stars
",1
947,A slow build ~ steady movement ~ a wave moving endlessly ~ into transformation - Caroline A. Slee  ,1
948,Father's Kiss Closed Eyes Departing Bride   ,1
949," Early v5
“Well that’s not so bad, it worked out well,” I replied.
“It was what happened next that got the Big Man vexed,” he sighed.
“I was so keen to finish the scene that I drown all the Egyptians behind.”
“Well the Big Man forgives but never forgets and I was demoted,",1
950,"lost in a nightmare
we can't awake from
as a vicious TV president rails 
each night and day 
making real threats via Twitter
war crimes
recklessly sending 
missiles 
to settle scores
w no plan
in his addled mind
this is leadership?
     ",1
951,"my heart arises 
like a phoenix ~
relentless    ",1
952,"       

March Madness a tailless kite",1
953,"wondering 
if those soft points
and round edges
that rise above my desires
are really truth
 ",1
954,"So  is a memory triggered of a bad event... what about a really good one from your history? 

 ? Post Orgasmic Event Memory ?",1
955,"I listen to old melodies 
&amp; read old verses of mine to understand
how time is not always waisted
but granted to us so we could truly grow...
  ",1
956,"Chipstematio black
been and year
the caruination of an air

 ",1
957,"a new year as they do has come &amp; gone
really I don't mean to yawn
but time appears to march right on
no matter what we do
so I resolve to not be time's pawn
to simple wake upon the dawn
from now until whens beyond
",1
958,"Hagen said.
That had been in those days. And Carlo a house in his salad days. Never asking for a pagliaio thief.   ",1
959,Dawn drains / the dark sky / slightly blue / minutes birds / join the chorus ,1
960,"I am
Positive I am
Positively pacifist
I am
Positively not a
Painter and I
Positively do not
Like people

",1
961,"Love dwells 
in blooms but with 
sharp thorns!

 

",1
962,"Laying out my new book, 'Landscape Moonscape', today. Here's a poem from it:

HAIKU

March trees with sun in -
Bare bones stiffly remember
Next year's skeletons

I wrote it 94 and like the last poem put it in a drawer      ",1
963,"on my summer walk
a magnolia seed pod
best reminder

: best ",1
964,"bride roof
slowly all the nears
of pine

 ",1
965,"after the storm 
the un-mailed postcard 
muddy
in the forget-me-nots 

",1
966,"this sin 
we had
has it begun
to change
the sun or moon
in your 
loving hand
 ",1
967,"Light reflecting from
winter snow, the night's alight
in the moon below

 ",1
968,"sable paint brush
back in wooden box
his casket

Published in Failed Haiku in honor of my father.    ",1
969,on the tip/of my tongue/ words are snowflakes.  ,1
970,"early morning
whilst the house still sleeps

I sit and read

a delightful exile
in other worlds

 ",1
971,"summer rain
grandpa sets up
the chessboard

   ",1
972,mild winter- / the blanket factory  / finally folds    ,1
973,"That night when you kissed me, I left a  in your mouth, and you can hear some of the lines every time you breathe out.

Andrea Gibson",1
974,"fragile &amp; bruised ~
she picked him up &amp; lovingly
put him back together.

",1
975,"The sea rounds off
jagged stones,
preoccupied:

I
wait
my turn
 ",1
976,"

gold and blue
mottled
'cross a canvas stretched
on a frame
of burnished wood

.",1
977,"Abendlied
Written by Johann Christian Gunther.
    ",1
978,"Deep inside heart folds
Tucked beneath thin arteries
Spark of life still beats
   ",1
979," 

There was a time there was snow
on the mountains; it was worthy
of silence.

 Prompt is .",1
980,"    

Haiku
is knowing where
to focus
and when
to press the shutter.",1
981,"I would like for my next girl
to sing in perfect pitch
She should be aesthetically
pleasing, as though she had
been designed with the golden
ratio in mind. A girl in touch
with all she ever knew. One
who laughs at autotune

 
",1
982,writing about it &gt; feels differently from simply writing it &gt; the it is &gt; but it's not so simple &gt; finding it complex ,1
983,"A closure
An end of a chapter
Reawakening of history
A reaffirmation of Englishness 
Reflection. 
   ",1
984,".
If my heart be quiet
or my hurts tamed

what passion will
keep blood

from going strange?

",1
985,"Dancing was her bag 
she liked to wiggle 
and let her tail wag 
 ",1
986,"The fall

Using dad’s old rake,
I pull together dead leaves.
After half an hour, I stop.
They fell where they fell.
I’m desecrating them 
as I toil for suburbia.
Time for a coffee for me,
and a few cold gusts
for my dead friends.
 ",1
987,".
A word
is a prison
of meaning alone

but once sentenced
it finds a home.

 ",1
988,"questioning toward the rest

Who with those limbs?
Do you see it was a mask, so many more merely may win these and town at my lips,
I see myself in the sunrise and the meaning the spirit of death,
In vain I pass the crowd and eating like a special temple,

  ",1
989,"Tranio,
While he did stay?

CAMILLO:
At the good report than grateful
To us that give you to your heart,
And general honour.

ISABELLA:
I am directed by you.

DUKE VINCENTIO:
This letter, then, to Romeo?

FRIAR JOHN:
I could not slake mine ire, nor ease my heart.  ",1
990,"Power to power
The World's alarm
Over all that is.
Laugh at the first book
Question them all
Good ideas are uncomfortable
©
 
",1
991,"See the demons
Standing by my side
Protecting what I hide inside
Sorrows and pains
Unimaginable to the naked eye
Buried alive
",1
992,"feathered wings
write wind's libretto
fostering rain's untended whim
mending mid-day's blooming meadow
calling caterpillars home again
",1
993,"never liked Freud
so how do I slip
how you remind me
of my mother
and that is why
we can’t be this
for one another

  ",1
994,"

it was easy to invent
a 1001 reasons
not to take the blame
after all
he wasn't one
of the dying &amp; the dead
he was just a lowly
President

count 137

 


",1
995,"
comfort slumber
as in addiction
for an answer
as withered flesh tumble
in blue calm
in blue fish
            horizon
our headless cars",1
996,When the weekend comes bones sigh gratefully as they no longer clink away in the daily grind.      ,1
997,Moonless night / Uranus missing in the west / muggy.    ,1
998,".jase traffic
somewhere
grain on the weeds

 ",1
999,"Red dirt, high mesas,
the moon above the wash's floor:
Whoever doesn't believe in spirits
has never spent much time outdoors.
   --BTN ",1
1000,"Peaceful
expression,
the garden
is heaven,
evoking &amp;
mindful,
tonic for
depression.

   ",1
1001,"i often get my own jokes


",1
1002,"Secluded in silence 
the contents of my mind
a barren landscape.
  ",1
1003,Polishing my 'Leaping Fairy'  and putting a submission together.  Go away   - you're just a  manifestation!    ,1
1004,"He:wait
She: I'm sleeping
He:you Tired
She: may be you are tired of me 
He: miss you
She: shut up &amp; kiss me

  ",1
1005, 3 quaters of a cup filled with proof ring ring the screech of bells my brain is in a salad spinner wow its a hate thats loved,1
1006,"a frill of gushing maples
pile red on the skyline.



",1
1007,"

He comes at her
Softly at first
Then a burst of confidence
Childish insolence
A joke one~line
Gets a drink in time
B4 she has a chance to leave
His belief, his 
His masterplan
Is to be the man
&amp; win the trophy

But she blows him out
&amp; leaves with his mate

",1
1008,"Flakey, sadistic bastard
Scaring me from potato chips
Southern fried fright.
h.

",1
1009,"Home regenerates
A loving energy 
A slower pace

   ésie         #Écrire ",1
1010,"I'm ready for tomorrow :) 
  ",1
1011,"dark. round. hateful. 
  ",1
1012,"Light kisses dewdrops
slight vibrations along webs
in a wordless world

  ",1
1013," by Tammy Luu
 
I knew the day we met
That we were meant to be
I knew our fate was set
That you were the one for me

...cntd 1/8",1
1014,"Oh, storm of softness
these petalescent blooms
of almond and dogwood
flying lighter than angels
racing clouds.

  ",1
1015,"A tiniest sheep
away from its flock –
a grain of rice explores
the tabletop

passing by moon-pool
plates
and napkin dunes;
blue as sky-kissed lakes

rolled onto its back
with a god-like finger
i tickle its belly

wriggle, wriggle
grain of rice
tiniest sheep

glad as jelly

",1
1016,"Forever--a word only known by the strings of your heart 

 ",1
1017,"a morning dew
a mid-day rain
an evening wind
passed thru the poet's crucible
into
midnight ink

   ",1
1018,"sweet scents
of white apricot blossoms
in foggy night -- Yanagibori etsuko, Japan  2004-01-2 
     ",1
1019,Unbound / noisy / loud love / uncovered joy / brave now / with the reality / around me / the sky / endless bright ,1
1020,"My love for you
is a journey;
starting at forever,
and ending at never.

    ",1
1021,"This union, built by bricks of work, love &amp; most importantly laughter~  ",1
1022,"Look before you see
Scream before you flee
Think before you act
Stay true to your pact

    ",1
1023,"neat. damp. foamy. 
  ",1
1024,"
Ash, Rowan and Oak trees in a circle of three element.
The water pond with lilies and cornflowers stand by, beautifully.
Stones of white and black, numbered of six, Protect the lands of fences of steel.
As for the home of stone and wood, lay line of energy in the realm.",1
1025,"~Where, at first I couldn't think of you, without a smile &amp;sigh, you always made certain that was upended,&amp; would revel in making~
[2] ",1
1026,the man said / don't be misled //    ,1
1027,"Ive changed, Lord I've changed.
Im no longer the man I used to be
He’s dead, washed in the blood, and tears.
Drown in the whiskey
",1
1028,"Against the hush
of the morning
the murmur
of fingers
gliding on skin

 ",1
1029,"Save Earth!
It is the only planet where my alien friends live.

     ",1
1030,"My arms chop
at the sea-swells
of disappointment 
as blind to your pride
I windmill through pain. 

   ",1
1031,"I want to read English poetry, what should i start with? 
  
 ",1
1032,"close those eyes
and
breathe

the wind 
wants to fill you

and I 
do 
to

 ",1
1033,"I swear I could fly
a reason to smile
just for awhile
that cool breeze
letters in the ocean
that float away
inside a bottle
    ",1
1034,".
My dreams
now include
the river

weaving
its slow way
into my life

it touches
all relationships

no judgement.

",1
1035,"Bask in sunlight /
and in shadow cringe /
an average man's stand /
on fame n oblivion
 ",1
1036,"Earth, fire, water, wind / they all say they are part of me / but i don't exist.   ",1
1037,"  
quilt top
nearly pieced
only a border remains
which fabric
should I pick?",1
1038,"Would you ever let me come along
On this adventure, you call life?

K.T.

      ",1
1039,"My beer is free 
Broke as can be
When I get a job 
Maybe some cutie 
Will slob my nob
",1
1040,"dog bones
under the couch
potato

   ",1
1041,Can't reachThe mindWriting deepBelow the basement.,1
1042,My memory of you is pixelated.  ,1
1043,"On any given 
Spring day —
the push 
of a fortuitous 
tail wind —
newborn birds 
fly for the 
first time.
 ",1
1044,"Alone
A revitalizing, heartbreaking, single-minded, single celled, comforting, capturing, unyielding somber.

And to those who create;
Non-existent

  ",1
1045,"Have a little heart&amp;give to the poor
Said the beggar to the king
Here take a sip of the waters of life
This desert is dry &amp; humid
&amp;the voice did speak in tongue are you god the beggar said have you come to take me home no my child the voice said i am ur oasis in ur storm
",1
1046,"whole. zonked. macho. 
  ",1
1047,"The Sun knows for sure,
who this day is all about,
It's Sunday it shout!
       ",1
1048,"Sending love and light
Healing and might
You are in my sight
Hoping all is right!
",1
1049,Her tears scratched her eyes &amp; merged with blood cut pathways of precious tear falls previous.   ,1
1050,"She is shackled, she is ascendant 
A life sentence  
Penitentiary Transport Ten 
She is transferred to the ninety-second level of the sky 
Prisoner Jane Doe (6) 
Grey stay airy eyes. 

 ",1
1051,"falling cup
on her heat
the full moon

 ",1
1052,"There is a lump beside my toe
A bloody painful so and so
About the size of a pickled onion
It's a bastard fucking bunion!


",1
1053,"really, there is not better version of A Christmas Carol than the 1951 version with Alastair Sim.   ",1
1054,"Failure to get light -
only hosta's dying flame;
ragged, full of holes

   ",1
1055,Is a newspaper useful? When it is raining you can make it into a hat. ,1
1056,"You cup my heart
in tender hands
blow me kisses
in the wind
Burn your love
at both ends
for tomorrow
is almost here
 ",1
1057,"long wait 
to find 
the dawn
 ",1
1058,I embrace ~ the paint &amp; poetry ~ that carries the trace ~ of hidden mystery.    ,1
1059,"Muslims destroy women's souls
With burkas Sharia and stoning
And fill men's auras with holes
Angels are filled with moaning
",1
1060,"

with a drink of wine
&amp; romantic music
she would seduce me
or at least
that was what she claimed
but the truth was
I had fell
into the well of her eyes
&amp; never cared
to swim free

count 176

 


",1
1061,"mark the beast 
where your soul 
ends

bleed the magic and myth 
out of your skin

and imagine for once 

what it's like 
to love out-loud

and forgive...

might bring in 
a loving God 
that doesn't care
if you hate Him...

 
 ",1
1062,"Behind those eyes,
stories of what,
they have seen,
of what may,
or may not,
or maybe,
yet to be seen.

 ",1
1063,care • wave at the child • inside you     care'   ,1
1064,shrouded in birdsong / soul dressed in / joy of being ,1
1065,"Select memories/from your past; nostalgia for/days gone by; ah, life!       ",1
1066,"Your jealous ways
make no sense
Your jealous ways
are putting our love to the test
If I even glance at another woman
our night is ruined
you’ll accuse me of philandering
and shaming you
Your insecurity leaves me blue
    
",1
1067,You can dim the light's to see the wall. Love notes of a broken heart. Shaded areas and spaces. Humility peeking from behind.  📝,1
1068,"ARGUMENTED OF THE SAND
 Rhymed of the perfect past,
 I don't like the pressed period of my father
 senseless and a day.
   Before I got the window alone in the old wine and there was
 a boy who are the lentils and the regales of the streets and

  ",1
1069,Morning's windy whispers ~ turning to shouts ~ today ~ she has something to say ~ that can't be missed.    ,1
1070,Keeping things tidy/isn't a priority/for me in my home.       ,1
1071,"Out In The Country of Spring
Out In The Country Of Life
Out In the Country in renewal
Out in the Country of rainfall Spirit
Out in the Country.of Blessings And Dreams
Out in the Country with Grace and Faith
Out In The Country Of Everydays Best
  ",1
1072,"there is Never a moment
when You are Not on my mind
don't ever doubt it
don't ever be blind
it is for Us
we struggle &amp; strive
  ",1
1073,"2000 years ago
Jewish messiah
Symbolically
Entered Jerusalem
On Zechariah's colt
Hailed as King
Opposing Rome
Yet rejected War
",1
1074,"I wake to laughter
from the nearby school playground
Christmas is over

    writing",1
1075,"Three sheets to the wind
Wishing they were sheets to your bed, instead
Longing to feel your body
As the warmth of desire penetrates me deeply
Round and round, we go
On the edge of breaking
I'd break into a thousand pieces
Time and again
Just to feel the heat of your sin

",1
1076,"Tomorrow's lies
Echo the cries
Of promises
Yet to be broken

  ",1
1077,"strange
what she asked him
to do to her
was exactly 
what he had in mind

 
 
 
",1
1078,"“Help me to make one of my  my most perfect  and leave within him or her my most melodious  from that day when my own lips no longer sing."" 🗣 Nobel laureate &amp; Humanistic Educator, Gabriela Mistral (1889-1957) of  🇨🇱",1
1079,"Marvin take the stage
(Paradise by Dashboard Lights)
Karaoke doom

   !  ",1
1080,"How your hands seem to flutter away like jellyfish, just out of reach. ",1
1081,"He poured out his terror on the world. 
Mom made him take a nap anyway. 

  ",1
1082,This  that we have to write for Patterns is doing the absolute MOST. ,1
1083,"Restraint is lovely water,  grotesque creatures of torture~   ",1
1084,My sweet boy ~ best boy ~ head on my shoulder ~ watching me write ~ giving my heart a lift...   ,1
1085,"Just prancing around with lilies
Enjoying sun beam of 11 am
Left the burden by the creek
I'll pick it up
Later
After I speak with the moon
",1
1086,"-
When the darkness claims
to contain monstrous secrets
introduce your soul.
-
/when darkness claims
  ",1
1087,"In Alec Baldwin time
What is weaved out of thin air
A mysterious gun
That fires without pulling the trigger 
What you put into an alibi is what you put into life 
Gothic haunt your wide closed eyes. 

   ",1
1088,"Behind every dog
Is a happy, down-to-earth
Dog person, good friend.
 ",1
1089,"Raised in dysfunction
Time shatters all illusions
Of her normalcy
  ",1
1090,"dream 
the same
dream
may
the night change ~

destined
to my
destiny
may
the path change ~ 

",1
1091,"What does it mean
to love our only world
citrus scent of rose.

 ",1
1092,"Apparitional
over fields' fallen banners,
turmoil's heraldry -
chaos rampant, auguring
shapings from debris.

 ",1
1093,"traffic
rumble in the distance 
still night

    ",1
1094,"The missus bought a PaperbackDown Eason’s, the other day,I had a look inside her bag;T'was ""fifty shades of grey"".",1
1095,"Keep on running
Far as you want 
Until you're tired 
And quite gaunt
The demons
Were never excised
Merely made stronger
And bored by exercise
They laugh
At your expense 
Rarely ever
Making sense 

   ",1
1096,"6

     Then slow the silent and the trees are shown
     A feel the sea of the stump,
         The crowd of pain the gloom of eves.

                       The sheep has seen
         And an embrace--do not speak to be?
         Then the very maintained shade?

 ",1
1097,"  

all the tears it takes
to unremember
June rain",1
1098,the moon hides her face / behind a veil of gauzy clouds / pierced by starlight ---   ,1
1099,"Weeking jasmine
somewhere
is show

 ",1
1100,"A White House fence
Made around a baby
The anonymity online
Started every day
With new people
New breaches of conduct
©
 

 
 
",1
1101,"The blacksmith invents
New stainless steel spectacles
Sees the irony

   ",1
1102,"birds 
must 
learn 
to 
fly 

   ",1
1103,"my rational brain
my creative heart
stops working 
when
i think about you
please save me
who are you?     ",1
1104,"feigned. inconclusive. rightful. 
  ",1
1105,"On my red tingly lips,
The imprint of your kiss.
On my summered skin,
Your touch remaining,
On my soul,
Our heaven shown,
In my heart,
A gentle cry...
...for more.
FreeBird

",1
1106,"Come
to hear it
pound
metal
heart beats
between
clear
pings
 ",1
1107," Are you from this Diff or am I a stray, nullified endgame such a sorry state, make the milk flow please pass a pip, meta reAl quagmire",1
1108,"every cloud has your name
dark or white 
they seem to 
always float away
day to day
I wake for their rebirth
 ",1
